DISTRICT,NAME OF THE HOSPITAL,CONTACT NO,REGULAR BEDS,,,OXYGEN BEDS,,,ICU BEDS (Ventilator/ CPAP),,,TOTAL BEDS,,,LAST UPDATED,,lat,long,phenom_city,phenom_state,phenom_country
,,,TOTAL,OCCUPIED,VACANT,TOTAL,OCCUPIED,VACANT,TOTAL,OCCUPIED,VACANT,TOTAL,OCCUPIED,VACANT,DATE,TIME,,,,,
Adilabad,41. VENKATESHWARA CHILDREN’S CLINIC,9849072897,8,0,8,2,0,2,0,0,0,10,0,10,28/04/2021,1:49:36 PM,19.67203,78.5359,Adilabad,Telangana,India
Adilabad,42. VIGNESHWARA ORTHOPEDIC AND MATERNITY HOSPITAL,9849287515,8,0,8,2,0,2,0,0,0,10,0,10,28/04/2021,6:08:05 AM,19.67203,78.5359,Adilabad,Telangana,India
Adilabad,43. VIJAYA NURSING HOME,9908719345,13,0,13,2,0,2,0,0,0,15,0,15,29/04/2021,9:24:27 AM,19.67203,78.5359,Adilabad,Telangana,India
Badradri,44. AMRUTHA MULTI SPECIALITY AND CRITICAL CARE HOSPITAL,9848316248,24,4,20,12,0,12,14,4,10,50,8,42,29/04/2021,8:42:29 AM,,,,,
Badradri,45. ANU MULTI SUPER SPECIALITY HOSPITAL PALVANCAH,--,6,4,2,12,2,10,6,0,6,24,6,18,28/04/2021,11:42:41 AM,,,,Telangana,India
Badradri,"46. AROGGYA HOSPITAL, BHADRACHALAM",9966833399,8,0,8,4,0,4,6,2,4,18,2,16,28/04/2021,12:58:52 PM,17.6688019,80.8940083,Bhadrachalam,Telangana,India
Badradri,47. NIKHITHA HOSPITAL - BHADRADRI KOTHAGUDEM,9100337798,0,0,0,4,4,0,6,4,2,10,8,2,01/05/2021,8:04:22 AM,17.5456307,80.6116162,Kothagudem,Telangana,India
Badradri,"48. PRABHA SHANKAR HOSPITAL, BHADRACHALAM",9746498328,7,0,7,6,0,6,3,0,3,16,0,16,30/04/2021,2:40:17 PM,17.6688019,80.8940083,Bhadrachalam,Telangana,India
Badradri,"49. PRAVEEN EMERGENCY AND MULTI SPECILITY HOSPITAL, MEDARBASTHI KOTHAGUDEM",--,3,0,3,10,4,6,7,4,3,20,8,12,30/04/2021,3:52:57 PM,17.5456307,80.6116162,Kothagudem,Telangana,India
Badradri,50. SANKALPA MULTI SPECIALITY HOSPITAL,9989266574,5,2,3,10,1,9,7,0,7,22,3,19,27/04/2021,11:04:13 AM,,,,,
Badradri,51. SRI BALAJI CHEST AND DIABETES,--,4,0,4,6,0,6,0,0,0,10,0,10,30/04/2021,6:28:36 PM,,,,Telangana,India
Badradri,52. SRI LALITA PADMAVATI NURSING HOME,9848222512,1,1,0,4,4,0,2,1,1,7,6,1,28/04/2021,12:57:55 PM,,,,,
Hyderabad,53. AAYUSH MULTISPECIALITY HOSPITAL - DILSUKNAGAR,9391653419,8,8,0,0,0,0,10,10,0,18,18,0,01/05/2021,8:11:48 AM,17.3886068,78.46080957,Hyderabad,Telangana,India
Hyderabad,54. ADITHYA HOSPITAL - BOGGULAKUNTA,9985175197,5,5,0,20,20,0,8,8,0,33,33,0,01/05/2021,8:04:47 AM,17.3886068,78.46080957,Hyderabad,Telangana,India
Hyderabad,55. AL-ARIF GENERAL HOSPITAL,9550297717,1,1,0,7,7,0,3,3,0,11,11,0,01/05/2021,9:42:56 AM,17.3886068,78.46080957,Hyderabad,Telangana,India
Hyderabad,"56. ALPHA SUPER SPECIALITY HOSPITAL,",9666995296,25,0,25,10,0,10,15,0,15,50,0,50,01/05/2021,7:36:05 AM,17.3886068,78.46080957,Hyderabad,Telangana,India
Hyderabad,57. ANKURA HOSPITAL - BANJARA HILLS,9100900279,25,25,0,5,5,0,20,20,0,50,50,0,01/05/2021,6:56:14 AM,17.3886068,78.46080957,Hyderabad,Telangana,India
Hyderabad,58. ANURAG REHABILITATION CENTRE - NAMPALLY,9247342832,18,6,12,0,0,0,0,0,0,18,6,12,01/05/2021,8:26:55 AM,17.3886068,78.46080957,Hyderabad,Telangana,India
Hyderabad,59. APOLLO HOSPITAL - HYDERGUDA,9849744721,0,0,0,26,26,0,14,14,0,40,40,0,01/05/2021,7:17:48 AM,17.3886068,78.46080957,Hyderabad,Telangana,India
Hyderabad,60. APOLLO HOSPITALS ENTERPRISE LTD DRDO,9391031601,3,3,0,25,25,0,14,14,0,42,42,0,01/05/2021,8:23:26 AM,17.3886068,78.46080957,Hyderabad,Telangana,India
Hyderabad,61. APOLLO HOSPITALS ENTERPRISES LTD JUBILEE HILLS,9849637920,10,10,0,122,122,0,64,64,0,196,196,0,01/05/2021,7:42:19 AM,17.3886068,78.46080957,Hyderabad,Telangana,India
Hyderabad,62. APOLLO HOSPITALS - SECUNDERABAD,9390094515,30,30,0,22,22,0,7,7,0,59,59,0,01/05/2021,8:27:29 AM,17.4690889,78.5059176,Secunderabad,Telangana,India
Hyderabad,"63. APOLLO INST. OF MEDICAL SCIENCES & RESEARCH, APOLLO HOSPITAL CAMPUS, HYDERABAD",9246240001,200,18,182,30,30,0,19,19,0,249,67,182,30/04/2021,4:37:11 PM,17.3886068,78.46080957,Hyderabad,Telangana,India
Hyderabad,64. ASTER PRIME HOSPITAL,9177700125,0,0,0,46,46,0,34,34,0,80,80,0,01/05/2021,8:50:22 AM,17.3886068,78.46080957,Hyderabad,Telangana,India
Hyderabad,65. ASVINS HOSPITAL - SOMAJIGUDA,9849984735,10,4,6,14,14,0,16,16,0,40,34,6,01/05/2021,8:19:20 AM,17.3886068,78.46080957,Hyderabad,Telangana,India
Hyderabad,"66. BASAVATARAKAM INDO AMERICAN CANCER HOSPITAL AND RESEARCH INSTITUTE, HYDERABAD",9848011421,10,10,0,12,12,0,3,3,0,25,25,0,01/05/2021,9:30:05 AM,17.3886068,78.46080957,Hyderabad,Telangana,India
Hyderabad,67. BLISS HOSPITAL,9399952715,4,3,1,5,5,0,4,4,0,13,12,1,01/05/2021,8:24:53 AM,17.3886068,78.46080957,Hyderabad,Telangana,India
Hyderabad,68. CARE HOSPITALS BANJARAHILLS,9956069034,20,20,0,76,76,0,64,64,0,160,160,0,01/05/2021,7:39:31 AM,17.3886068,78.46080957,Hyderabad,Telangana,India
Hyderabad,69. CARE HOSPITALS MUSHIRABAD,9466574429,0,0,0,13,10,3,22,19,3,35,29,6,01/05/2021,7:21:29 AM,17.3886068,78.46080957,Hyderabad,Telangana,India
Hyderabad,70. CARE HOSPITALS- NAMPALLY,7331126430,0,0,0,34,34,0,19,19,0,53,53,0,01/05/2021,7:42:01 AM,17.3886068,78.46080957,Hyderabad,Telangana,India
Hyderabad,71. CENTURY HOSPITAL - BANJARA HILLS,9989143340,18,18,0,30,30,0,39,39,0,87,87,0,01/05/2021,8:10:59 AM,17.3886068,78.46080957,Hyderabad,Telangana,India
Hyderabad,72. CITI NEURO CENTRE (A UNIT OF HYDERABAD INSTITUTE OF NEURO SCIENCES PVT LTD),9160019361,30,28,2,30,30,0,13,13,0,73,71,2,30/04/2021,5:01:52 PM,17.3886068,78.46080957,Hyderabad,Telangana,India
Hyderabad,"73. CURE REHAB, PHYSIOTHERAPY POST HOSPITALIZATION REHABLITATION",8042784140,10,8,2,8,8,0,2,2,0,20,18,2,01/05/2021,6:24:21 AM,17.3886068,78.46080957,Hyderabad,Telangana,India
Hyderabad,74. DECCAN COLLEGE OF MEDICAL SCIENCES-KANCHANBAGH,--,0,0,0,0,0,0,10,10,0,10,10,0,30/04/2021,10:56:49 AM,17.3886068,78.46080957,Hyderabad,Telangana,India
Hyderabad,75. Dharani Multi Speciality Hospital-Mehdipanam,9100134141,20,10,10,10,10,0,10,10,0,40,30,10,30/04/2021,9:25:10 AM,17.3886068,78.46080957,Hyderabad,Telangana,India
Hyderabad,76. DR.NOSHINAS NOBLE HOSPITAL,8008123708,10,10,0,10,10,0,5,5,0,25,25,0,01/05/2021,12:02:08 AM,17.3886068,78.46080957,Hyderabad,Telangana,India
Hyderabad,77. DURGABAI DESHMUKH HOSPITAL - VIDYA NAGAR,--,8,8,0,0,0,0,20,20,0,28,28,0,01/05/2021,7:15:16 AM,17.3886068,78.46080957,Hyderabad,Telangana,India
Hyderabad,78. GLOBAL GLENEAGLES HOSPITAL - HYDERABAD,9849690680,20,20,0,18,18,0,12,12,0,50,50,0,01/05/2021,8:19:08 AM,17.3886068,78.46080957,Hyderabad,Telangana,India
Hyderabad,"79. GSN Hospital-Sr Nagar,Hyderabad",9849055293,10,8,2,10,8,2,5,5,0,25,21,4,30/04/2021,5:23:59 PM,17.3886068,78.46080957,Hyderabad,Telangana,India
Hyderabad,"80. HYDERABAD MULTI SPECIALITY HOSPITAL (UNIT OF VVR HOSPITALS PVT. LTD.),",9391012791,11,8,3,4,4,0,5,5,0,20,17,3,01/05/2021,9:47:09 AM,17.3886068,78.46080957,Hyderabad,Telangana,India
Hyderabad,81. IMAGE HOSPITALS - AMEERPET,9000007644,10,10,0,5,5,0,10,7,3,25,22,3,30/04/2021,11:26:36 AM,17.3886068,78.46080957,Hyderabad,Telangana,India
Hyderabad,82. INDO - US SUPERSPECIALITY HOSPITAL - AMEERPET,9848050066,25,24,1,18,18,0,27,24,3,70,66,4,01/05/2021,8:21:54 AM,17.3886068,78.46080957,Hyderabad,Telangana,India
Hyderabad,83. INNOVA HOSPITAL - TARNAKA,9989692392,12,8,4,10,8,2,23,4,19,45,20,25,01/05/2021,8:08:24 AM,17.3886068,78.46080957,Hyderabad,Telangana,India
Hyderabad,84. INTEGRO HOSPITAL,8008866323,0,0,0,18,14,4,12,12,0,30,26,4,30/04/2021,10:52:06 AM,17.3886068,78.46080957,Hyderabad,Telangana,India
Hyderabad,"85. KIRLOSKAR HOSPITAL,",--,20,9,11,5,2,3,7,4,3,32,15,17,01/05/2021,8:48:04 AM,17.3886068,78.46080957,Hyderabad,Telangana,India
Hyderabad,"86. KRISHNA INSTITUTE OF MEDICAL SCIENCES LTD, SECUNDERABAD",7995888432,190,190,0,250,250,0,90,90,0,530,530,0,01/05/2021,7:38:04 AM,17.4690889,78.5059176,Secunderabad,Telangana,India
Hyderabad,87. LAKSHMI HOSPITAL AND RESEARCH CENTRE_LLP,9246541363,2,2,0,2,2,0,0,0,0,4,4,0,01/05/2021,8:21:01 AM,17.3886068,78.46080957,Hyderabad,Telangana,India
Hyderabad,88. LOTUS CURE MULTI SPECIALITY HOSPITAL-HYDERABAD,8520041688,18,17,1,12,12,0,18,17,1,48,46,2,01/05/2021,6:03:17 AM,17.3886068,78.46080957,Hyderabad,Telangana,India
Hyderabad,89. LOTUS HOSPITAL FOR WOMEN AND CHILDREN (A UNIT OF SRI VISWA MEDICARE LTD.),--,25,25,0,20,20,0,32,31,1,77,76,1,30/04/2021,8:20:46 PM,17.3886068,78.46080957,Hyderabad,Telangana,India
Hyderabad,90. MADHAVA NURSING HOME MULTISPECIALITY HOSPITAL - BANJARA HILLS,9848048914,6,6,0,6,6,0,6,1,5,18,13,5,01/05/2021,8:22:36 AM,17.3886068,78.46080957,Hyderabad,Telangana,India
Hyderabad,91. MAHAVIR HOSPITAL - A C GAURDS,--,58,58,0,30,30,0,10,10,0,98,98,0,01/05/2021,7:44:12 AM,17.3886068,78.46080957,Hyderabad,Telangana,India
Hyderabad,92. Mallareddy institute of medical sciences-Hyderabad,9849891212,300,11,289,120,40,80,80,46,34,500,97,403,01/05/2021,9:16:16 AM,17.3886068,78.46080957,Hyderabad,Telangana,India
Hyderabad,"93. MOHAMMEDI MEMORIAL HOSPITAL,",9849286151,5,0,5,4,2,2,10,7,3,19,9,10,01/05/2021,4:35:12 AM,17.3886068,78.46080957,Hyderabad,Telangana,India
Hyderabad,"94. MYTHRI HOSPITAL,",--,35,1,34,15,15,0,30,30,0,80,46,34,01/05/2021,7:09:50 AM,17.3886068,78.46080957,Hyderabad,Telangana,India
Hyderabad,95. NATIONAL INSTITUTE OF GASTROENTEROLOGY AND LIVER DISEASES (A UNIT OF TEJASWINI HEALTHCARE SERVICES PVT LTD.),9849705112,12,12,0,13,13,0,14,14,0,39,39,0,30/04/2021,6:17:04 PM,17.3886068,78.46080957,Hyderabad,Telangana,India
Hyderabad,96. Naveen Reddy hospital-Hyderabad,88010 71236,3,3,0,1,1,0,9,9,0,13,13,0,30/04/2021,8:49:33 PM,17.3886068,78.46080957,Hyderabad,Telangana,India
Hyderabad,97. NAVJEEVAN HOSPITALS,9703586000,10,8,2,20,19,1,25,25,0,55,52,3,30/04/2021,9:34:06 PM,17.3886068,78.46080957,Hyderabad,Telangana,India
Hyderabad,98. NAVODAYA HOSPITAL - HYDERABAD,8341816161,27,27,0,45,45,0,35,34,1,107,106,1,01/05/2021,4:27:25 AM,17.3886068,78.46080957,Hyderabad,Telangana,India
Hyderabad,"99. NIKHIL HOSPITAL, AMEERPET",9866966778,8,8,0,6,6,0,18,18,0,32,32,0,01/05/2021,8:05:11 AM,17.3886068,78.46080957,Hyderabad,Telangana,India
Hyderabad,100. NIKHIL HOSPITAL - DILSUKNAGAR,8519993543,0,0,0,8,8,0,12,12,0,20,20,0,01/05/2021,8:11:18 AM,17.3886068,78.46080957,Hyderabad,Telangana,India
Hyderabad,101. OLIVE HOSPITAL,9666919293,4,4,0,56,55,1,18,18,0,78,77,1,01/05/2021,9:23:36 AM,17.3886068,78.46080957,Hyderabad,Telangana,India
Hyderabad,102. OMEGAHOSPITALS,9848011421,23,18,5,15,15,0,2,2,0,40,35,5,01/05/2021,7:28:59 AM,17.3886068,78.46080957,Hyderabad,Telangana,India
Hyderabad,103. ONUS HOSPITAL,9502792322,50,0,50,0,0,0,1,1,0,51,1,50,01/05/2021,7:50:59 AM,17.3886068,78.46080957,Hyderabad,Telangana,India
Hyderabad,104. PADMAVATHI MEDICAL CENTRE,9160668686,7,4,3,4,4,0,4,4,0,15,12,3,01/05/2021,7:35:38 AM,17.3886068,78.46080957,Hyderabad,Telangana,India
Hyderabad,105. PHYSIO REHAB CARE HEALTH AND WELLNESS CENTRE,9963678314,5,2,3,5,5,0,7,7,0,17,14,3,01/05/2021,9:51:29 AM,17.3886068,78.46080957,Hyderabad,Telangana,India
Hyderabad,106. PRAJA SAI HOSPITAL,9100059777,20,4,16,20,3,17,10,0,10,50,7,43,01/05/2021,2:41:10 AM,17.3886068,78.46080957,Hyderabad,Telangana,India
Hyderabad,107. PREMIER HOSPITAL,9848034747,0,0,0,53,53,0,18,18,0,71,71,0,01/05/2021,8:10:41 AM,17.3886068,78.46080957,Hyderabad,Telangana,India
Hyderabad,108. PULSE HOSPITAL - PADMARAO NAGAR,8341816161,7,6,1,10,10,0,8,8,0,25,24,1,01/05/2021,7:16:48 AM,17.3886068,78.46080957,Hyderabad,Telangana,India
Hyderabad,109. RAGHAVENDRA HOSPITALS (A UNIT OF SKHC PVT LTD),--,0,0,0,3,0,3,4,0,4,7,0,7,28/04/2021,5:47:02 PM,17.3886068,78.46080957,Hyderabad,Telangana,India
Hyderabad,110. RAINBOW CHILDREN HOSPITAL BANJARA HILLS,9959115050,0,0,0,10,6,4,3,2,1,13,8,5,01/05/2021,9:43:21 AM,17.3886068,78.46080957,Hyderabad,Telangana,India
Hyderabad,111. RAINBOW CHILDRENS HEART INSTITUTE (A UNIT OF RAINBOW SPECIALITY HOSPITALS PVT LTD.),--,5,0,5,40,15,25,20,9,11,65,24,41,01/05/2021,8:44:24 AM,17.3886068,78.46080957,Hyderabad,Telangana,India
Hyderabad,"112. Rainbow childrens Medicare pvt ltd Vikrampuri,Secundrabad",--,0,0,0,35,4,31,22,2,20,57,6,51,30/04/2021,5:05:08 PM,17.3886068,78.46080957,Hyderabad,Telangana,India
Hyderabad,113. RAVI HELIOS HOSPITAL - INDIRA PARK,9849084566,6,1,5,6,6,0,8,6,2,20,13,7,30/04/2021,7:22:29 PM,17.3886068,78.46080957,Hyderabad,Telangana,India
Hyderabad,114. RENEW MEDICAL & REHABILITATION CENTRE - BEGUMPET,9032030459,2,2,0,6,5,1,2,0,2,10,7,3,01/05/2021,8:57:00 AM,17.3886068,78.46080957,Hyderabad,Telangana,India
Hyderabad,115. RENOVO HOSPITAL - LANGER HOUSE,9989143340,28,25,3,23,23,0,10,10,0,61,58,3,01/05/2021,8:03:33 AM,17.3886068,78.46080957,Hyderabad,Telangana,India
Hyderabad,116. RUSH SUPERSPECIALITY HOSPITAL,8886611109,2,2,0,4,4,0,3,3,0,9,9,0,27/04/2021,7:25:51 PM,17.3886068,78.46080957,Hyderabad,Telangana,India
Hyderabad,117. SAI VANI HOSPITAL - INDIRA PARK,9866458511,10,7,3,10,10,0,8,8,0,28,25,3,01/05/2021,8:21:05 AM,17.3886068,78.46080957,Hyderabad,Telangana,India
Hyderabad,118. SAMEER HOSPITAL.,9177373017,12,10,2,12,11,1,14,12,2,38,33,5,01/05/2021,5:50:50 AM,17.3886068,78.46080957,Hyderabad,Telangana,India
Hyderabad,119. SEASONS HOSPITAL - BAGH AMBERPET,6303906008,6,3,3,11,11,0,7,7,0,24,21,3,01/05/2021,7:56:08 AM,17.3886068,78.46080957,Hyderabad,Telangana,India
Hyderabad,120. SHALINI HOSPITAL BARKATPURA,8341816161,0,0,0,40,40,0,10,10,0,50,50,0,01/05/2021,8:41:30 AM,17.3886068,78.46080957,Hyderabad,Telangana,India
Hyderabad,121. SHANTILAL NAVODAYA MULTISPECIALITY HOSPITAL,8341816161,5,2,3,4,4,0,0,0,0,9,6,3,01/05/2021,7:18:19 AM,17.3886068,78.46080957,Hyderabad,Telangana,India
Hyderabad,122. SKS NEURO HOSPITAL - KACHIGUDA,9848629407,10,9,1,15,15,0,12,7,5,37,31,6,01/05/2021,8:45:10 AM,17.3886068,78.46080957,Hyderabad,Telangana,India
Hyderabad,123. SREESTA KAMALA HOSPITAL - DILSUKNAGAR,9032771234,10,8,2,18,17,1,17,17,0,45,42,3,30/04/2021,6:24:20 PM,17.3886068,78.46080957,Hyderabad,Telangana,India
Hyderabad,124. SRIKARA HOSPITAL - SECUNDERABAD,9848097591,0,0,0,40,40,0,24,24,0,64,64,0,01/05/2021,9:53:00 AM,17.4690889,78.5059176,Secunderabad,Telangana,India
Hyderabad,125. ST THERESA HOSPITAL,9032067678,30,25,5,36,34,2,9,8,1,75,67,8,01/05/2021,8:04:43 AM,17.3886068,78.46080957,Hyderabad,Telangana,India
Hyderabad,126. SURAKSHA CHILDRENS HOSPITAL,9848018479,10,1,9,13,0,13,7,0,7,30,1,29,30/04/2021,12:31:09 PM,17.3886068,78.46080957,Hyderabad,Telangana,India
Hyderabad,"127. SVS HOSPITALS PVT. LTD.,",9246297659,12,1,11,20,20,0,18,18,0,50,39,11,01/05/2021,7:52:28 AM,17.3886068,78.46080957,Hyderabad,Telangana,India
Hyderabad,128. Swarag Healthcare Services Pvt Ltd-Somajiguda,7602777935,4,2,2,4,0,4,0,0,0,8,2,6,01/05/2021,8:27:20 AM,17.3886068,78.46080957,Hyderabad,Telangana,India
Hyderabad,129. SWASA HOSPITAL,9676760000,0,0,0,20,19,1,5,5,0,25,24,1,01/05/2021,6:07:12 AM,17.3886068,78.46080957,Hyderabad,Telangana,India
Hyderabad,130. TAVNIR HOSPITAL,9951911155,7,7,0,4,4,0,4,4,0,15,15,0,01/05/2021,8:49:45 AM,17.3886068,78.46080957,Hyderabad,Telangana,India
Hyderabad,131. THUMBAY HOSPITAL NEW LIFE A UNIT OF THUMBAY HOSPITAL INDIA PVT. LTD.,9642334949,5,5,0,51,51,0,25,25,0,81,81,0,01/05/2021,8:01:11 AM,17.3886068,78.46080957,Hyderabad,Telangana,India
Hyderabad,132. TRICOLOUR HOSPITAL & CRITICAL CARE - AMEERPET,9949375536,10,8,2,14,14,0,6,6,0,30,28,2,01/05/2021,7:19:15 AM,17.3886068,78.46080957,Hyderabad,Telangana,India
Hyderabad,133. TX-KACHIGUDA,9701667662,20,20,0,53,53,0,28,28,0,101,101,0,01/05/2021,7:59:36 AM,17.3886068,78.46080957,Hyderabad,Telangana,India
Hyderabad,134. UDAI OMNI HOSPITAL - NAMPALLY,9951493415,7,6,1,19,19,0,14,14,0,40,39,1,01/05/2021,9:20:21 AM,17.3886068,78.46080957,Hyderabad,Telangana,India
Hyderabad,135. UNIMED HEALTHCARE PVT- LTD STAR HOSPITALS,7982144457,48,48,0,38,38,0,10,10,0,96,96,0,01/05/2021,8:44:55 AM,17.3886068,78.46080957,Hyderabad,Telangana,India
Hyderabad,136. VASAVI HOSPITAL - LAKDIKAPUL,9848120104,0,0,0,35,35,0,15,15,0,50,50,0,01/05/2021,7:56:50 AM,17.3886068,78.46080957,Hyderabad,Telangana,India
Hyderabad,137. VIJAYA HEALTH TRUST - KUMMARIGUDA,9848031934,40,39,1,22,22,0,8,8,0,70,69,1,01/05/2021,4:14:46 AM,17.3886068,78.46080957,Hyderabad,Telangana,India
Hyderabad,138. VINN HOSPITAL - BEGUMPET,7993360813,0,0,0,60,60,0,60,60,0,120,120,0,01/05/2021,5:57:49 AM,17.3886068,78.46080957,Hyderabad,Telangana,India
Hyderabad,139. VIVEKANANDA-BEGUMPET,9948268778,8,5,3,10,10,0,7,5,2,25,20,5,01/05/2021,9:21:55 AM,17.3886068,78.46080957,Hyderabad,Telangana,India
Hyderabad,140. WELLNESS HOSPITAL - AMEERPET,9490667172,5,5,0,5,5,0,10,10,0,20,20,0,01/05/2021,8:00:23 AM,17.3886068,78.46080957,Hyderabad,Telangana,India
Hyderabad,"141. WOODLANDS HOSPITAL, A MULTI SPECIALITY CENTRE,",9885099998,12,10,2,12,12,0,11,11,0,35,33,2,01/05/2021,7:22:53 AM,17.3886068,78.46080957,Hyderabad,Telangana,India
Hyderabad,142. ZOI HOSPITAL - SOMAJIGUDA,9849029580,0,0,0,27,27,0,17,17,0,44,44,0,30/04/2021,7:50:07 PM,17.3886068,78.46080957,Hyderabad,Telangana,India
Jagtial,143. ADHITYA HOSPITAL,9885033259,4,4,0,5,4,1,7,7,0,16,15,1,01/05/2021,7:46:41 AM,18.7956633,78.9162397,Jagtial,Telangana,India
Jagtial,144. AMRITA TRINETRA MULTI SPECIALITY HOSPITAL,9849099669,5,5,0,5,5,0,10,10,0,20,20,0,01/05/2021,9:39:36 AM,18.7956633,78.9162397,Jagtial,Telangana,India
Jagtial,145. FORTUNE SIGMA MULTI SPECILITY HOSPITAL,9807104108,10,0,10,15,15,0,0,0,0,25,15,10,30/04/2021,12:29:44 PM,18.7956633,78.9162397,Jagtial,Telangana,India
Jagtial,146. HANSHI HOSPITAL - JAGITYAL,9949715795,6,6,0,18,18,0,6,6,0,30,30,0,30/04/2021,11:10:11 AM,18.7956633,78.9162397,Jagtial,Telangana,India
Jagtial,147. JANAKI CHEST HOSPITAL,8125299189,0,0,0,6,6,0,4,4,0,10,10,0,30/04/2021,8:56:27 PM,18.7956633,78.9162397,Jagtial,Telangana,India
Jagtial,148. KESHAVA HOSPITAL,9989469022,4,4,0,4,3,1,2,1,1,10,8,2,30/04/2021,7:49:49 PM,18.7956633,78.9162397,Jagtial,Telangana,India
Jagtial,149. Mana Hospital-Metpally,7202576660,4,0,4,2,0,2,4,0,4,10,0,10,30/04/2021,8:08:37 PM,18.7956633,78.9162397,Jagtial,Telangana,India
Jagtial,150. MANIKANTA HOSPITAL,9848067077,5,1,4,10,2,8,5,4,1,20,7,13,30/04/2021,4:02:42 PM,18.7956633,78.9162397,Jagtial,Telangana,India
Jagtial,151. MEENAKSHI HOSPITAL,--,6,4,2,2,2,0,3,2,1,11,8,3,01/05/2021,8:18:19 AM,18.7956633,78.9162397,Jagtial,Telangana,India
Jagtial,152. Sri Gayatri Hospital-Metpally,9059108108,7,4,3,5,2,3,8,0,8,20,6,14,01/05/2021,9:18:32 AM,18.7956633,78.9162397,Jagtial,Telangana,India
Jagtial,153. Sri Laxmi Hospital-Korutla,8686869176,7,2,5,3,3,0,0,0,0,10,5,5,30/04/2021,10:13:48 PM,18.7956633,78.9162397,Jagtial,Telangana,India
Jagtial,154. SRI MITHRA HOSPITAL,9052400987,16,0,16,8,8,0,6,6,0,30,14,16,30/04/2021,3:35:42 PM,18.7956633,78.9162397,Jagtial,Telangana,India
Jagtial,155. SRI RAJANNA HOSPITAL,--,6,4,2,4,0,4,0,0,0,10,4,6,01/05/2021,9:53:12 AM,18.7956633,78.9162397,Jagtial,Telangana,India
Jagtial,156. SRI SURAKHA HOSPITAL-JAGITYAL,9989911141,4,0,4,5,2,3,10,8,2,19,10,9,30/04/2021,3:15:21 PM,18.7956633,78.9162397,Jagtial,Telangana,India
Jagtial,157. SULOCHANA HOSPITAL,9440036031,10,0,10,9,9,0,8,8,0,27,17,10,30/04/2021,6:20:51 PM,18.7956633,78.9162397,Jagtial,Telangana,India
Jagtial,158. Swathi hospital-Metpally,9985081459,4,0,4,2,0,2,4,0,4,10,0,10,30/04/2021,4:02:54 PM,18.7956633,78.9162397,Jagtial,Telangana,India
Jagtial,159. VANI HOSPITAL,7680068049,10,5,5,7,6,1,3,2,1,20,13,7,01/05/2021,9:38:12 AM,18.7956633,78.9162397,Jagtial,Telangana,India
Jangaon,160. AJANTHA MULTI SPECIALITY AND CHILDREN HOSPITAL,9908227087,28,0,28,19,5,14,3,0,3,50,5,45,30/04/2021,4:31:51 PM,17.7243771,79.1570824,Jangaon,Telangana,India
Jangaon,161. KOTI RATNA HOSPITAL,9440170178,4,0,4,10,0,10,2,0,2,16,0,16,19/04/2021,10:22:37 AM,17.7243771,79.1570824,Jangaon,Telangana,India
Jangaon,162. RAVALI NURSING HOME,9866340952,8,0,8,2,0,2,0,0,0,10,0,10,19/04/2021,10:20:48 AM,17.7243771,79.1570824,Jangaon,Telangana,India
Jangaon,163. SRI SAI KRISHNA NURSING HOME,9848743585,35,0,35,10,1,9,5,1,4,50,2,48,29/04/2021,6:25:35 PM,17.7243771,79.1570824,Jangaon,Telangana,India
Jangaon,164. SRI SRINIVASA HOSPITAL,9989911201,9,0,9,3,0,3,0,0,0,12,0,12,19/04/2021,10:21:40 AM,17.7243771,79.1570824,Jangaon,Telangana,India
Jangaon,165. SSK- JANGOAN,9912750422,5,2,3,9,8,1,6,4,2,20,14,6,01/05/2021,9:35:22 AM,17.7243771,79.1570824,Jangaon,Telangana,India
Jangaon,166. SWAPNA HOSPITAL,9010968666,7,0,7,3,0,3,0,0,0,10,0,10,19/04/2021,10:20:21 AM,17.7243771,79.1570824,Jangaon,Telangana,India
Jangaon,167. VIJAYA HOSPITAL,9866634050,6,0,6,4,0,4,0,0,0,10,0,10,19/04/2021,10:22:10 AM,17.7243771,79.1570824,Jangaon,Telangana,India
Jayashankar,168. GLOBAL CARE HOSPITAL,--,10,0,10,6,0,6,17,7,10,33,7,26,30/04/2021,3:41:09 PM,,,,,
Jayashankar,169. KIRAN HOSPITAL,--,10,0,10,10,0,10,14,0,14,34,0,34,30/04/2021,4:42:58 PM,,,,,
Jayashankar,170. PRADHAN HOSPITAL,9951617196,10,1,9,10,0,10,5,3,2,25,4,21,01/05/2021,8:01:37 AM,,,,,
Jayashankar,171. SAI BALAJI MULTI SPECIALTY HOSPITAL,--,10,0,10,10,0,10,10,0,10,30,0,30,29/04/2021,8:59:39 AM,,,,,
Jayashankar,172. SMART CARE MULTISPECIALITY HOSPITAL,7907385064,6,6,0,3,2,1,8,8,0,17,16,1,30/04/2021,3:36:33 PM,,,,,
Jogulamba,"173. AMRITHA HOSPITAL,",--,0,0,0,0,0,0,0,0,0,0,0,0,30/04/2021,11:03:49 AM,,,,,
Jogulamba,174. BHUVANESHWARI NURSING HOME,--,2,0,2,0,0,0,0,0,0,2,0,2,30/04/2021,10:50:51 AM,,,,,
Jogulamba,175. JANANI NURSING HOME,--,3,0,3,0,0,0,0,0,0,3,0,3,30/04/2021,10:52:04 AM,,,,,
